Name,Age,Gender,Height,Occupation,Hobbies,Pets,Favorite Music Genre,Favorite Band or Artist,Preferred Movie/TV Genre,Physical Activity Frequency,Preferred Physical Activity,Vacation Type,Vacation Activities,Bucket List,Vices,Preferred Partner Gender,Preferred Physical Attributes,Preferred Age Range,Preferred Activity Level,Pet Friendly Importance,Child Friendly Importance,Deal Breakers
Pamela Sanchez,29,Non-binary,200+ cm,Student,"Tv shows/Movies, Cooking/Baking, Socializing, Gym, Hiking",Yes – Cat(s),"Manele, Electronic, Hip-Hop/Rap",Randy Williams,"Romance, Science Fiction/Fantasy",Occasionally (once a week or less),"I don't do any physical activities, Team sports","Countryside, Seaside","Swimming/Water sports, Relaxing on the beach","Starting your own business, Skydiving or bungee jumping","None of the above, Smoking",It doesn't matter,Stylish/Well-groomed,No preference,Highly active/Sporty,1,1,"None of the above, Poor hygiene, Smoking"
Emma Austin,47,Female,175 - 180 cm,Business,Cars/Motorbikes,No,"Rock, Electronic",Bradley Sanders,"Comedy, Drama, Horror/Thriller",I’m not very active,"Swimming/Water sports, Gym/Fitness classes","Seaside, Adventure travel","Swimming/Water sports, Hiking/Outdoor adventures","Skydiving or bungee jumping, Learning a new language",None of the above,Male,Natural look,46+,No preference,3,5,"Lack of ambition, Excessive drinking"
Richard Austin,49,Non-binary,160 - 165 cm,Engineer,"Playing musical instruments, Gaming, Socializing, Traveling","No, but I would love to","Classical, Rock, Hip-Hop/Rap",William Whitney,"Horror/Thriller, Comedy",I’m not very active,"Team sports, Yoga/Pilates",No strong preference,"Swimming/Water sports, Hiking/Outdoor adventures","Traveling to a new continent, Learning a new language",Prefer not to say,Prefer not to say,"No strong preference, Athletic build",18–25,Not very active,1,3,Disrespectful behavior
Laurie Rice,22,Male,195 - 200 cm,Business,Gaming,Yes – Dog(s),Manele,Christopher Torres,"Drama, Romance, Comedy",Frequently (more than 3 times a week),Yoga/Pilates,Mountains,"Relaxing on the beach, Swimming/Water sports",Starting your own business,"Gambling, None of the above",It doesn't matter,"No strong preference, Tall",36–45,No preference,3,5,"Disrespectful behavior, Smoking"
Crystal Washington,32,Non-binary,160 - 165 cm,Teacher,"Cooking/Baking, Gym, Cars/Motorbikes, Reading, Gaming",Yes – Other pet(s),"Rock, Jazz/Blues",Stephen Hart,"Action/Adventure, Comedy",I’m not very active,"I don't do any physical activities, Team sports","Seaside, City breaks",Swimming/Water sports,"Learning a new language, Running a marathon, Traveling to a new continent","None of the above, Smoking",Prefer not to say,"Stylish/Well-groomed, Athletic build",No preference,No preference,2,4,Excessive drinking
Frank Fisher,35,Female,150 - 155 cm,Business,"Gym, Cooking/Baking, Sports, Hiking, Cars/Motorbikes",Yes – Other pet(s),"Pop, Rock",Robert Phillips,"Comedy, Horror/Thriller, Action/Adventure",I’m not very active,Team sports,"Adventure travel, City breaks",Sightseeing/Cultural tours,"Learning a new language, Skydiving or bungee jumping","Regular alcohol consumption, Smoking",It doesn't matter,"Tall, Stylish/Well-groomed",No preference,Not very active,4,5,Lack of ambition
Kevin Cook,33,Female,180 - 185 cm,Other,"Sports, Music/Art, Gym",Yes – Multiple types,"Rock, Classical, Electronic",Victoria Hansen,"Science Fiction/Fantasy, Romance, Drama",Occasionally (once a week or less),Swimming/Water sports,No strong preference,"Relaxing on the beach, Swimming/Water sports","Running a marathon, Skydiving or bungee jumping, Traveling to a new continent",Smoking,Female,Natural look,18–25,Moderately active,3,3,Poor hygiene
Leah Harris,46,Female,165 - 170 cm,Healthcare,Gaming,"No, but I would love to",Hip-Hop/Rap,Jean Martinez,Science Fiction/Fantasy,I’m not very active,"Running/Jogging, Swimming/Water sports",City breaks,"Hiking/Outdoor adventures, Sightseeing/Cultural tours",Starting your own business,Smoking,Female,"Natural look, Stylish/Well-groomed",46+,Moderately active,4,2,None of the above
Jacob Hawkins,37,Female,185 - 190 cm,Student,"Traveling, Cooking/Baking","No, but I would love to","Pop, Classical",Joe Martin,"Horror/Thriller, Action/Adventure, Romance",Occasionally (once a week or less),"Running/Jogging, Gym/Fitness classes","City breaks, No strong preference","Sightseeing/Cultural tours, Hiking/Outdoor adventures","Skydiving or bungee jumping, Starting your own business",None of the above,It doesn't matter,Tall,26–35,Moderately active,5,4,"Excessive drinking, Lack of ambition, None of the above"
Daniel Mccann,44,Non-binary,155 - 160 cm,Teacher,"Playing musical instruments, Cars/Motorbikes, Gym",Yes – Multiple types,"Electronic, Rock",Mr. Seth West,"Action/Adventure, Romance, Comedy",Frequently (more than 3 times a week),Swimming/Water sports,No strong preference,Relaxing on the beach,"Starting your own business, Skydiving or bungee jumping, Learning a new language",Gambling,Male,Tall,18–25,Highly active/Sporty,4,4,"Lack of ambition, Smoking, Poor hygiene"
Miguel Warner,33,Non-binary,175 - 180 cm,Student,Socializing,Yes – Cat(s),Manele,Julian Holland,"Comedy, Romance",Regularly (2–3 times a week),"Gym/Fitness classes, Team sports","Seaside, Mountains","Swimming/Water sports, Sightseeing/Cultural tours","Traveling to a new continent, Learning a new language","Regular alcohol consumption, Prefer not to say",Male,Natural look,26–35,Not very active,2,1,"Lack of ambition, Disrespectful behavior, None of the above"
Courtney Velasquez,35,Prefer not to say,195 - 200 cm,Student,"Music/Art, Socializing, Traveling, Cooking/Baking, Hiking",Yes – Multiple types,"Hip-Hop/Rap, Jazz/Blues, Manele",Kimberly Tate,"Drama, Comedy",Regularly (2–3 times a week),Swimming/Water sports,"City breaks, Countryside",Sightseeing/Cultural tours,Starting your own business,Regular alcohol consumption,Female,"Natural look, No strong preference",36–45,Moderately active,3,1,Poor hygiene
Ana Potter,45,Non-binary,165 - 170 cm,Engineer,"Traveling, Playing musical instruments, Reading",No,Rock,Patrick Durham,"Drama, Horror/Thriller",Occasionally (once a week or less),"Running/Jogging, Gym/Fitness classes",Seaside,Swimming/Water sports,Skydiving or bungee jumping,"Gambling, None of the above",It doesn't matter,Tall,No preference,No preference,1,3,Poor hygiene
Valerie Rodriguez,20,Male,170 - 175 cm,Healthcare,Playing musical instruments,Yes – Other pet(s),"Electronic, Rock, Classical",Alexandria George MD,"Comedy, Science Fiction/Fantasy, Horror/Thriller",Regularly (2–3 times a week),"Running/Jogging, Gym/Fitness classes",No strong preference,"Hiking/Outdoor adventures, Sightseeing/Cultural tours","Learning a new language, Running a marathon, Skydiving or bungee jumping","Smoking, None of the above",It doesn't matter,"Stylish/Well-groomed, Athletic build",18–25,Moderately active,1,3,"Poor hygiene, Excessive drinking, Lack of ambition"
Amber Freeman,47,Non-binary,200+ cm,Student,"Hiking, Gaming, Cooking/Baking, Playing musical instruments, Tv shows/Movies",Yes – Cat(s),"Rock, Pop",Benjamin Drake,"Action/Adventure, Science Fiction/Fantasy, Comedy",I’m not very active,I don't do any physical activities,"Countryside, Adventure travel","Swimming/Water sports, Relaxing on the beach",Learning a new language,"Gambling, Regular alcohol consumption",Female,No strong preference,46+,Moderately active,4,4,"Lack of ambition, Poor hygiene"
Yolanda Mooney,42,Female,155 - 160 cm,Other,Sports,No,"Pop, Classical",Thomas Perkins,Action/Adventure,Occasionally (once a week or less),Running/Jogging,City breaks,"Swimming/Water sports, Sightseeing/Cultural tours","Traveling to a new continent, Skydiving or bungee jumping, Running a marathon","Gambling, Smoking",Prefer not to say,"Natural look, Stylish/Well-groomed",No preference,Moderately active,5,3,"Excessive drinking, None of the above"
Kenneth Everett,35,Female,155 - 160 cm,IT Professional,"Sports, Cars/Motorbikes, Gym, Socializing, Cooking/Baking",No,Classical,Zachary Goodwin,"Science Fiction/Fantasy, Romance, Action/Adventure",Occasionally (once a week or less),"I don't do any physical activities, Running/Jogging","Mountains, No strong preference",Swimming/Water sports,"Running a marathon, Traveling to a new continent, Starting your own business","Smoking, Prefer not to say",Male,"Natural look, Athletic build",No preference,No preference,4,2,Poor hygiene
Lauren Yoder,40,Female,175 - 180 cm,Healthcare,"Playing musical instruments, Reading",Yes – Other pet(s),"Manele, Classical",Aaron Richardson,Comedy,Frequently (more than 3 times a week),"Running/Jogging, Yoga/Pilates","Mountains, Countryside",Sightseeing/Cultural tours,"Running a marathon, Skydiving or bungee jumping",Prefer not to say,Female,"Natural look, No strong preference",36–45,Not very active,1,1,Poor hygiene
Brian Hutchinson,45,Non-binary,185 - 190 cm,Healthcare,"Cooking/Baking, Reading",Yes – Dog(s),"Manele, Jazz/Blues",Sierra Francis,"Romance, Comedy, Action/Adventure",Occasionally (once a week or less),"Team sports, Yoga/Pilates",No strong preference,"Hiking/Outdoor adventures, Relaxing on the beach","Learning a new language, Running a marathon, Skydiving or bungee jumping","None of the above, Prefer not to say",It doesn't matter,Stylish/Well-groomed,18–25,No preference,2,2,"Excessive drinking, Disrespectful behavior"
Robert Gutierrez,26,Female,200+ cm,Healthcare,Sports,Yes – Multiple types,"Manele, Classical, Hip-Hop/Rap",Brian Holder,"Romance, Comedy",Regularly (2–3 times a week),"Team sports, Swimming/Water sports","City breaks, Countryside",Swimming/Water sports,"Running a marathon, Traveling to a new continent, Skydiving or bungee jumping",Smoking,Male,"Natural look, Stylish/Well-groomed",46+,Highly active/Sporty,3,1,Excessive drinking
Scott Rhodes,33,Male,175 - 180 cm,Other,"Traveling, Tv shows/Movies, Music/Art",No,"Rock, Jazz/Blues, Classical",Zachary Cook,"Drama, Action/Adventure",Frequently (more than 3 times a week),"Team sports, Yoga/Pilates",No strong preference,Sightseeing/Cultural tours,"Running a marathon, Starting your own business",Regular alcohol consumption,Female,"Athletic build, Tall",18–25,Moderately active,3,4,"Disrespectful behavior, Excessive drinking, Poor hygiene"
Joshua Harris,29,Non-binary,160 - 165 cm,IT Professional,Reading,Yes – Dog(s),Hip-Hop/Rap,Molly Acevedo,Romance,I’m not very active,"I don't do any physical activities, Team sports","Adventure travel, City breaks",Relaxing on the beach,"Running a marathon, Skydiving or bungee jumping, Learning a new language",Regular alcohol consumption,Male,"Tall, Stylish/Well-groomed",36–45,Highly active/Sporty,3,3,"Excessive drinking, Smoking"
Brian Willis,45,Non-binary,180 - 185 cm,IT Professional,"Traveling, Cars/Motorbikes",Yes – Other pet(s),"Jazz/Blues, Electronic",Hector Roman,Horror/Thriller,Frequently (more than 3 times a week),Swimming/Water sports,Adventure travel,"Swimming/Water sports, Hiking/Outdoor adventures","Skydiving or bungee jumping, Learning a new language, Starting your own business",Gambling,Male,"Athletic build, Natural look",46+,Moderately active,3,5,Smoking
Denise Smith,46,Prefer not to say,190 - 195 cm,Healthcare,"Hiking, Music/Art, Cars/Motorbikes, Playing musical instruments",Yes – Cat(s),"Electronic, Classical, Pop",Patricia Allen,Comedy,Regularly (2–3 times a week),"Swimming/Water sports, Running/Jogging",Seaside,"Hiking/Outdoor adventures, Sightseeing/Cultural tours","Learning a new language, Traveling to a new continent",Smoking,It doesn't matter,Athletic build,36–45,Not very active,1,5,None of the above
Jennifer Cooke,24,Female,200+ cm,Student,"Hiking, Sports",Yes – Dog(s),"Manele, Pop",Derrick Hurst,Horror/Thriller,I’m not very active,"Team sports, Running/Jogging",City breaks,Hiking/Outdoor adventures,"Running a marathon, Skydiving or bungee jumping, Traveling to a new continent",Gambling,Prefer not to say,Tall,26–35,Moderately active,3,5,Excessive drinking
Joseph Hill,38,Female,175 - 180 cm,Student,Gaming,No,Jazz/Blues,Kimberly Austin,"Science Fiction/Fantasy, Romance",Occasionally (once a week or less),"Gym/Fitness classes, I don't do any physical activities",Seaside,"Hiking/Outdoor adventures, Sightseeing/Cultural tours","Starting your own business, Learning a new language",None of the above,Male,Stylish/Well-groomed,36–45,No preference,2,2,"Excessive drinking, Smoking"
Richard Vaughn,28,Female,180 - 185 cm,Artist,Playing musical instruments,No,"Classical, Pop, Hip-Hop/Rap",Sabrina Grant,"Drama, Comedy, Horror/Thriller",Regularly (2–3 times a week),I don't do any physical activities,"Mountains, City breaks","Swimming/Water sports, Hiking/Outdoor adventures","Traveling to a new continent, Skydiving or bungee jumping",Prefer not to say,Female,"No strong preference, Natural look",18–25,Not very active,2,1,"Smoking, Excessive drinking"
Andrew Woods,28,Male,180 - 185 cm,Other,"Gym, Sports, Reading, Cooking/Baking, Music/Art",Yes – Other pet(s),"Rock, Classical",Stephen Taylor,Action/Adventure,Frequently (more than 3 times a week),I don't do any physical activities,Mountains,"Swimming/Water sports, Relaxing on the beach","Traveling to a new continent, Skydiving or bungee jumping","None of the above, Gambling",Prefer not to say,Natural look,36–45,Highly active/Sporty,4,2,"None of the above, Excessive drinking, Poor hygiene"
Samantha Keller,49,Male,180 - 185 cm,Engineer,Socializing,Yes – Dog(s),"Hip-Hop/Rap, Pop",Lauren Lane,"Action/Adventure, Comedy, Romance",Occasionally (once a week or less),Gym/Fitness classes,"Adventure travel, No strong preference",Swimming/Water sports,"Traveling to a new continent, Skydiving or bungee jumping","Gambling, Regular alcohol consumption",Prefer not to say,Stylish/Well-groomed,No preference,No preference,5,2,"None of the above, Smoking"
Pamela Butler,35,Prefer not to say,185 - 190 cm,Student,"Gym, Traveling",Yes – Other pet(s),"Classical, Electronic",Marc Garcia,"Action/Adventure, Science Fiction/Fantasy, Comedy",Occasionally (once a week or less),"Running/Jogging, Swimming/Water sports","Mountains, No strong preference",Hiking/Outdoor adventures,Skydiving or bungee jumping,Gambling,Female,"No strong preference, Athletic build",No preference,No preference,4,4,Disrespectful behavior
Jeremy Manning,26,Female,200+ cm,Business,"Gym, Music/Art, Hiking, Sports",No,Jazz/Blues,Robert Smith,Romance,Occasionally (once a week or less),Running/Jogging,Mountains,Sightseeing/Cultural tours,"Skydiving or bungee jumping, Traveling to a new continent, Starting your own business",None of the above,Prefer not to say,"Tall, No strong preference",26–35,Moderately active,1,4,"Smoking, Disrespectful behavior, None of the above"
Matthew Lambert,30,Prefer not to say,170 - 175 cm,Teacher,"Cars/Motorbikes, Music/Art, Playing musical instruments, Hiking",No,Hip-Hop/Rap,Madison Hebert,Science Fiction/Fantasy,I’m not very active,Yoga/Pilates,"Mountains, Countryside","Swimming/Water sports, Relaxing on the beach",Learning a new language,"Regular alcohol consumption, Smoking",Female,"Athletic build, Tall",26–35,No preference,3,3,Lack of ambition
Jose Jones,41,Non-binary,195 - 200 cm,Engineer,"Sports, Playing musical instruments, Hiking, Traveling, Reading","No, but I would love to",Electronic,Arthur Mccarthy,Drama,Frequently (more than 3 times a week),I don't do any physical activities,Seaside,Swimming/Water sports,"Learning a new language, Running a marathon, Traveling to a new continent",Smoking,It doesn't matter,Stylish/Well-groomed,18–25,Moderately active,5,5,"Smoking, Lack of ambition"
David Gamble,29,Female,175 - 180 cm,Engineer,"Playing musical instruments, Gym, Cars/Motorbikes, Traveling, Gaming",Yes – Multiple types,"Rock, Manele, Hip-Hop/Rap",Danielle Murphy,Comedy,Frequently (more than 3 times a week),"Team sports, Yoga/Pilates","Adventure travel, No strong preference",Sightseeing/Cultural tours,"Traveling to a new continent, Skydiving or bungee jumping","Regular alcohol consumption, None of the above",Female,Tall,26–35,Moderately active,4,1,"None of the above, Excessive drinking"
Elizabeth Drake,25,Male,185 - 190 cm,Student,"Sports, Hiking, Tv shows/Movies, Socializing",Yes – Cat(s),Classical,Tammy Wagner,"Comedy, Horror/Thriller, Science Fiction/Fantasy",Regularly (2–3 times a week),Gym/Fitness classes,"City breaks, Countryside","Swimming/Water sports, Hiking/Outdoor adventures",Running a marathon,"Prefer not to say, Gambling",Male,"Stylish/Well-groomed, Tall",18–25,Highly active/Sporty,2,4,Poor hygiene
